instant,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,month
3577,2011-06-02,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155.0,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968.0,2011-06
3578,2011-06-02,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112.0,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968.0,2011-06
3579,2011-06-03,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3580,2011-06-03,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3581,2011-06-03,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3582,2011-06-03,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3583,2011-06-03,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3584,2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3585,2011-06-03,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3586,2011-06-03,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3587,2011-06-03,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3588,2011-06-03,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3589,2011-06-03,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3590,2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3591,2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3592,2011-06-03,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3593,2011-06-03,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3594,2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3596,2011-06-03,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3597,2011-06-03,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3599,2011-06-03,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3600,2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3601,2011-06-03,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26,145,171.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3602,2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171.0,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312.0,2011-06
3603,2011-06-04,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,24,69,93.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3604,2011-06-04,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3605,2011-06-04,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3606,2011-06-04,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3607,2011-06-04,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3608,2011-06-04,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3,5,8.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3609,2011-06-04,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,11,17,28.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3610,2011-06-04,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,27,60,87.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3611,2011-06-04,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3612,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3613,2011-06-04,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3614,2011-06-04,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3615,2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3616,2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3617,2011-06-04,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3618,2011-06-04,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3619,2011-06-04,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3620,2011-06-04,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3621,2011-06-04,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3622,2011-06-04,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3623,2011-06-04,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3624,2011-06-04,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3625,2011-06-04,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3626,2011-06-04,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,29,121,150.0,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342.0,2011-06
3627,2011-06-05,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3628,2011-06-05,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3629,2011-06-05,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3630,2011-06-05,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3631,2011-06-05,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3632,2011-06-05,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3633,2011-06-05,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3634,2011-06-05,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3635,2011-06-05,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3636,2011-06-05,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3637,2011-06-05,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3638,2011-06-05,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3639,2011-06-05,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3640,2011-06-05,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3641,2011-06-05,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3642,2011-06-05,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161,256,417.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3643,2011-06-05,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3644,2011-06-05,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3645,2011-06-05,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3646,2011-06-05,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3647,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3648,2011-06-05,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3649,2011-06-05,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3650,2011-06-05,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86.0,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906.0,2011-06
3651,2011-06-06,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3652,2011-06-06,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3653,2011-06-06,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3654,2011-06-06,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2,3,5.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3655,2011-06-06,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3656,2011-06-06,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3657,2011-06-06,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3658,2011-06-06,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3659,2011-06-06,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3660,2011-06-06,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3661,2011-06-06,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3662,2011-06-06,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3663,2011-06-06,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3664,2011-06-06,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3665,2011-06-06,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3666,2011-06-06,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3667,2011-06-06,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3668,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3670,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3671,2011-06-06,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3672,2011-06-06,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3673,2011-06-06,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3674,2011-06-06,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60.0,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548.0,2011-06
3675,2011-06-07,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3676,2011-06-07,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3677,2011-06-07,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3678,2011-06-07,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3679,2011-06-07,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3680,2011-06-07,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3681,2011-06-07,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3682,2011-06-07,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3683,2011-06-07,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3684,2011-06-07,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3685,2011-06-07,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3686,2011-06-07,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3687,2011-06-07,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3688,2011-06-07,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3689,2011-06-07,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3690,2011-06-07,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3691,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3692,2011-06-07,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3694,2011-06-07,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3695,2011-06-07,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3696,2011-06-07,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3697,2011-06-07,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3698,2011-06-07,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90.0,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833.0,2011-06
3699,2011-06-08,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3700,2011-06-08,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3,20,23.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3701,2011-06-08,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3702,2011-06-08,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3703,2011-06-08,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3704,2011-06-08,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3705,2011-06-08,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3706,2011-06-08,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3707,2011-06-08,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3708,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3709,2011-06-08,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3710,2011-06-08,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3711,2011-06-08,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3712,2011-06-08,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
3713,2011-06-08,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155.0,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401.0,2011-06
